name,seed,teams_num,agents_average_initial_opinion,technology_success_rate
3_16_4_2,1884968544,10,0.6,0.4
3_16_4_3,1884968544,15,0.6,0.4
3_16_4_4,1884968544,20,0.6,0.4
3_16_4_5,1884968544,25,0.6,0.4
3_16_5_0,1884968544,1,0.6,0.5
3_16_5_1,1884968544,5,0.6,0.5
3_16_5_2,1884968544,10,0.6,0.5
3_16_5_3,1884968544,15,0.6,0.5
3_16_5_4,1884968544,20,0.6,0.5
3_16_5_5,1884968544,25,0.6,0.5
3_16_6_0,1884968544,1,0.6,0.6
3_16_6_1,1884968544,5,0.6,0.6
3_16_6_2,1884968544,10,0.6,0.6
3_16_6_3,1884968544,15,0.6,0.6
3_16_6_4,1884968544,20,0.6,0.6
3_16_6_5,1884968544,25,0.6,0.6
3_16_7_0,1884968544,1,0.6,0.7
3_16_7_1,1884968544,5,0.6,0.7
3_16_7_2,1884968544,10,0.6,0.7
3_16_7_3,1884968544,15,0.6,0.7
3_16_7_4,1884968544,20,0.6,0.7
3_16_7_5,1884968544,25,0.6,0.7
3_16_8_0,1884968544,1,0.6,0.8
3_16_8_1,1884968544,5,0.6,0.8
3_16_8_2,1884968544,10,0.6,0.8
3_16_8_3,1884968544,15,0.6,0.8
3_16_8_4,1884968544,20,0.6,0.8
3_16_8_5,1884968544,25,0.6,0.8
3_16_9_0,1884968544,1,0.6,0.9
3_16_9_1,1884968544,5,0.6,0.9
3_16_9_2,1884968544,10,0.6,0.9
3_16_9_3,1884968544,15,0.6,0.9
3_16_9_4,1884968544,20,0.6,0.9
3_16_9_5,1884968544,25,0.6,0.9
3_16_10_0,1884968544,1,0.6,1.0
3_16_10_1,1884968544,5,0.6,1.0
3_16_10_2,1884968544,10,0.6,1.0
3_16_10_3,1884968544,15,0.6,1.0
3_16_10_4,1884968544,20,0.6,1.0
3_16_10_5,1884968544,25,0.6,1.0
3_17_0_0,1884968544,1,0.7,0.0
3_17_0_1,1884968544,5,0.7,0.0
3_17_0_2,1884968544,10,0.7,0.0
3_17_0_3,1884968544,15,0.7,0.0
3_17_0_4,1884968544,20,0.7,0.0
3_17_0_5,1884968544,25,0.7,0.0
3_17_1_0,1884968544,1,0.7,0.1
3_17_1_1,1884968544,5,0.7,0.1
3_17_1_2,1884968544,10,0.7,0.1
3_17_1_3,1884968544,15,0.7,0.1
3_17_1_4,1884968544,20,0.7,0.1
3_17_1_5,1884968544,25,0.7,0.1
3_17_2_0,1884968544,1,0.7,0.2
3_17_2_1,1884968544,5,0.7,0.2
3_17_2_2,1884968544,10,0.7,0.2
3_17_2_3,1884968544,15,0.7,0.2
3_17_2_4,1884968544,20,0.7,0.2
3_17_2_5,1884968544,25,0.7,0.2
3_17_3_0,1884968544,1,0.7,0.3
3_17_3_1,1884968544,5,0.7,0.3
3_17_3_2,1884968544,10,0.7,0.3
3_17_3_3,1884968544,15,0.7,0.3
3_17_3_4,1884968544,20,0.7,0.3
3_17_3_5,1884968544,25,0.7,0.3
3_17_4_0,1884968544,1,0.7,0.4
3_17_4_1,1884968544,5,0.7,0.4
3_17_4_2,1884968544,10,0.7,0.4
3_17_4_3,1884968544,15,0.7,0.4
3_17_4_4,1884968544,20,0.7,0.4
3_17_4_5,1884968544,25,0.7,0.4
3_17_5_0,1884968544,1,0.7,0.5
3_17_5_1,1884968544,5,0.7,0.5
3_17_5_2,1884968544,10,0.7,0.5
3_17_5_3,1884968544,15,0.7,0.5
3_17_5_4,1884968544,20,0.7,0.5
3_17_5_5,1884968544,25,0.7,0.5
3_17_6_0,1884968544,1,0.7,0.6
3_17_6_1,1884968544,5,0.7,0.6
3_17_6_2,1884968544,10,0.7,0.6
3_17_6_3,1884968544,15,0.7,0.6
3_17_6_4,1884968544,20,0.7,0.6
3_17_6_5,1884968544,25,0.7,0.6
3_17_7_0,1884968544,1,0.7,0.7
3_17_7_1,1884968544,5,0.7,0.7
3_17_7_2,1884968544,10,0.7,0.7
3_17_7_3,1884968544,15,0.7,0.7
3_17_7_4,1884968544,20,0.7,0.7
3_17_7_5,1884968544,25,0.7,0.7
3_17_8_0,1884968544,1,0.7,0.8
3_17_8_1,1884968544,5,0.7,0.8
3_17_8_2,1884968544,10,0.7,0.8
3_17_8_3,1884968544,15,0.7,0.8
3_17_8_4,1884968544,20,0.7,0.8
3_17_8_5,1884968544,25,0.7,0.8
3_17_9_0,1884968544,1,0.7,0.9
3_17_9_1,1884968544,5,0.7,0.9
3_17_9_2,1884968544,10,0.7,0.9
3_17_9_3,1884968544,15,0.7,0.9
3_17_9_4,1884968544,20,0.7,0.9
3_17_9_5,1884968544,25,0.7,0.9
3_17_10_0,1884968544,1,0.7,1.0
3_17_10_1,1884968544,5,0.7,1.0
3_17_10_2,1884968544,10,0.7,1.0
3_17_10_3,1884968544,15,0.7,1.0
3_17_10_4,1884968544,20,0.7,1.0
3_17_10_5,1884968544,25,0.7,1.0
3_18_0_0,1884968544,1,0.8,0.0
3_18_0_1,1884968544,5,0.8,0.0
3_18_0_2,1884968544,10,0.8,0.0
3_18_0_3,1884968544,15,0.8,0.0
3_18_0_4,1884968544,20,0.8,0.0
3_18_0_5,1884968544,25,0.8,0.0
3_18_1_0,1884968544,1,0.8,0.1
3_18_1_1,1884968544,5,0.8,0.1
3_18_1_2,1884968544,10,0.8,0.1
3_18_1_3,1884968544,15,0.8,0.1
3_18_1_4,1884968544,20,0.8,0.1
3_18_1_5,1884968544,25,0.8,0.1
3_18_2_0,1884968544,1,0.8,0.2
3_18_2_1,1884968544,5,0.8,0.2
3_18_2_2,1884968544,10,0.8,0.2
3_18_2_3,1884968544,15,0.8,0.2
3_18_2_4,1884968544,20,0.8,0.2
3_18_2_5,1884968544,25,0.8,0.2
3_18_3_0,1884968544,1,0.8,0.3
3_18_3_1,1884968544,5,0.8,0.3
3_18_3_2,1884968544,10,0.8,0.3
3_18_3_3,1884968544,15,0.8,0.3
3_18_3_4,1884968544,20,0.8,0.3
3_18_3_5,1884968544,25,0.8,0.3
3_18_4_0,1884968544,1,0.8,0.4
3_18_4_1,1884968544,5,0.8,0.4
3_18_4_2,1884968544,10,0.8,0.4
3_18_4_3,1884968544,15,0.8,0.4
3_18_4_4,1884968544,20,0.8,0.4
3_18_4_5,1884968544,25,0.8,0.4
3_18_5_0,1884968544,1,0.8,0.5
3_18_5_1,1884968544,5,0.8,0.5
3_18_5_2,1884968544,10,0.8,0.5
3_18_5_3,1884968544,15,0.8,0.5
3_18_5_4,1884968544,20,0.8,0.5
3_18_5_5,1884968544,25,0.8,0.5
3_18_6_0,1884968544,1,0.8,0.6
3_18_6_1,1884968544,5,0.8,0.6
3_18_6_2,1884968544,10,0.8,0.6
3_18_6_3,1884968544,15,0.8,0.6
3_18_6_4,1884968544,20,0.8,0.6
3_18_6_5,1884968544,25,0.8,0.6
3_18_7_0,1884968544,1,0.8,0.7
3_18_7_1,1884968544,5,0.8,0.7
3_18_7_2,1884968544,10,0.8,0.7
3_18_7_3,1884968544,15,0.8,0.7
3_18_7_4,1884968544,20,0.8,0.7
3_18_7_5,1884968544,25,0.8,0.7
3_18_8_0,1884968544,1,0.8,0.8
3_18_8_1,1884968544,5,0.8,0.8
3_18_8_2,1884968544,10,0.8,0.8
3_18_8_3,1884968544,15,0.8,0.8
3_18_8_4,1884968544,20,0.8,0.8
3_18_8_5,1884968544,25,0.8,0.8
3_18_9_0,1884968544,1,0.8,0.9
3_18_9_1,1884968544,5,0.8,0.9
3_18_9_2,1884968544,10,0.8,0.9
3_18_9_3,1884968544,15,0.8,0.9
3_18_9_4,1884968544,20,0.8,0.9
3_18_9_5,1884968544,25,0.8,0.9
3_18_10_0,1884968544,1,0.8,1.0
3_18_10_1,1884968544,5,0.8,1.0
3_18_10_2,1884968544,10,0.8,1.0
3_18_10_3,1884968544,15,0.8,1.0
3_18_10_4,1884968544,20,0.8,1.0
3_18_10_5,1884968544,25,0.8,1.0
3_19_0_0,1884968544,1,0.9,0.0
3_19_0_1,1884968544,5,0.9,0.0
3_19_0_2,1884968544,10,0.9,0.0
3_19_0_3,1884968544,15,0.9,0.0
3_19_0_4,1884968544,20,0.9,0.0
3_19_0_5,1884968544,25,0.9,0.0
3_19_1_0,1884968544,1,0.9,0.1
3_19_1_1,1884968544,5,0.9,0.1
3_19_1_2,1884968544,10,0.9,0.1
3_19_1_3,1884968544,15,0.9,0.1
3_19_1_4,1884968544,20,0.9,0.1
3_19_1_5,1884968544,25,0.9,0.1
3_19_2_0,1884968544,1,0.9,0.2
3_19_2_1,1884968544,5,0.9,0.2
3_19_2_2,1884968544,10,0.9,0.2
3_19_2_3,1884968544,15,0.9,0.2
3_19_2_4,1884968544,20,0.9,0.2
3_19_2_5,1884968544,25,0.9,0.2
3_19_3_0,1884968544,1,0.9,0.3
3_19_3_1,1884968544,5,0.9,0.3
3_19_3_2,1884968544,10,0.9,0.3
3_19_3_3,1884968544,15,0.9,0.3
3_19_3_4,1884968544,20,0.9,0.3
3_19_3_5,1884968544,25,0.9,0.3
3_19_4_0,1884968544,1,0.9,0.4
3_19_4_1,1884968544,5,0.9,0.4
3_19_4_2,1884968544,10,0.9,0.4
3_19_4_3,1884968544,15,0.9,0.4
3_19_4_4,1884968544,20,0.9,0.4
3_19_4_5,1884968544,25,0.9,0.4
3_19_5_0,1884968544,1,0.9,0.5
3_19_5_1,1884968544,5,0.9,0.5
3_19_5_2,1884968544,10,0.9,0.5
3_19_5_3,1884968544,15,0.9,0.5
3_19_5_4,1884968544,20,0.9,0.5
3_19_5_5,1884968544,25,0.9,0.5
3_19_6_0,1884968544,1,0.9,0.6
3_19_6_1,1884968544,5,0.9,0.6
3_19_6_2,1884968544,10,0.9,0.6
3_19_6_3,1884968544,15,0.9,0.6
3_19_6_4,1884968544,20,0.9,0.6
3_19_6_5,1884968544,25,0.9,0.6
3_19_7_0,1884968544,1,0.9,0.7
3_19_7_1,1884968544,5,0.9,0.7
3_19_7_2,1884968544,10,0.9,0.7
3_19_7_3,1884968544,15,0.9,0.7
3_19_7_4,1884968544,20,0.9,0.7
3_19_7_5,1884968544,25,0.9,0.7
3_19_8_0,1884968544,1,0.9,0.8
3_19_8_1,1884968544,5,0.9,0.8
3_19_8_2,1884968544,10,0.9,0.8
3_19_8_3,1884968544,15,0.9,0.8
3_19_8_4,1884968544,20,0.9,0.8
3_19_8_5,1884968544,25,0.9,0.8
3_19_9_0,1884968544,1,0.9,0.9
3_19_9_1,1884968544,5,0.9,0.9
3_19_9_2,1884968544,10,0.9,0.9
3_19_9_3,1884968544,15,0.9,0.9
3_19_9_4,1884968544,20,0.9,0.9
3_19_9_5,1884968544,25,0.9,0.9
3_19_10_0,1884968544,1,0.9,1.0
3_19_10_1,1884968544,5,0.9,1.0
3_19_10_2,1884968544,10,0.9,1.0
3_19_10_3,1884968544,15,0.9,1.0
3_19_10_4,1884968544,20,0.9,1.0
3_19_10_5,1884968544,25,0.9,1.0
3_20_0_0,1884968544,1,1.0,0.0
3_20_0_1,1884968544,5,1.0,0.0
3_20_0_2,1884968544,10,1.0,0.0
3_20_0_3,1884968544,15,1.0,0.0
3_20_0_4,1884968544,20,1.0,0.0
3_20_0_5,1884968544,25,1.0,0.0
3_20_1_0,1884968544,1,1.0,0.1
3_20_1_1,1884968544,5,1.0,0.1
3_20_1_2,1884968544,10,1.0,0.1
3_20_1_3,1884968544,15,1.0,0.1
3_20_1_4,1884968544,20,1.0,0.1
3_20_1_5,1884968544,25,1.0,0.1
3_20_2_0,1884968544,1,1.0,0.2
3_20_2_1,1884968544,5,1.0,0.2
3_20_2_2,1884968544,10,1.0,0.2
3_20_2_3,1884968544,15,1.0,0.2
3_20_2_4,1884968544,20,1.0,0.2
3_20_2_5,1884968544,25,1.0,0.2
3_20_3_0,1884968544,1,1.0,0.3
3_20_3_1,1884968544,5,1.0,0.3
3_20_3_2,1884968544,10,1.0,0.3
3_20_3_3,1884968544,15,1.0,0.3
3_20_3_4,1884968544,20,1.0,0.3
3_20_3_5,1884968544,25,1.0,0.3
3_20_4_0,1884968544,1,1.0,0.4
3_20_4_1,1884968544,5,1.0,0.4
3_20_4_2,1884968544,10,1.0,0.4
3_20_4_3,1884968544,15,1.0,0.4
3_20_4_4,1884968544,20,1.0,0.4
3_20_4_5,1884968544,25,1.0,0.4
3_20_5_0,1884968544,1,1.0,0.5
3_20_5_1,1884968544,5,1.0,0.5
3_20_5_2,1884968544,10,1.0,0.5
3_20_5_3,1884968544,15,1.0,0.5
3_20_5_4,1884968544,20,1.0,0.5
3_20_5_5,1884968544,25,1.0,0.5
3_20_6_0,1884968544,1,1.0,0.6
3_20_6_1,1884968544,5,1.0,0.6
3_20_6_2,1884968544,10,1.0,0.6
3_20_6_3,1884968544,15,1.0,0.6
3_20_6_4,1884968544,20,1.0,0.6
3_20_6_5,1884968544,25,1.0,0.6
3_20_7_0,1884968544,1,1.0,0.7
3_20_7_1,1884968544,5,1.0,0.7
3_20_7_2,1884968544,10,1.0,0.7
3_20_7_3,1884968544,15,1.0,0.7
3_20_7_4,1884968544,20,1.0,0.7
3_20_7_5,1884968544,25,1.0,0.7
3_20_8_0,1884968544,1,1.0,0.8
3_20_8_1,1884968544,5,1.0,0.8
3_20_8_2,1884968544,10,1.0,0.8
3_20_8_3,1884968544,15,1.0,0.8
3_20_8_4,1884968544,20,1.0,0.8
3_20_8_5,1884968544,25,1.0,0.8
3_20_9_0,1884968544,1,1.0,0.9
3_20_9_1,1884968544,5,1.0,0.9
3_20_9_2,1884968544,10,1.0,0.9
3_20_9_3,1884968544,15,1.0,0.9
3_20_9_4,1884968544,20,1.0,0.9
3_20_9_5,1884968544,25,1.0,0.9
3_20_10_0,1884968544,1,1.0,1.0
3_20_10_1,1884968544,5,1.0,1.0
3_20_10_2,1884968544,10,1.0,1.0
3_20_10_3,1884968544,15,1.0,1.0
3_20_10_4,1884968544,20,1.0,1.0
3_20_10_5,1884968544,25,1.0,1.0
4_0_0_0,1859786275,1,-1.0,0.0
4_0_0_1,1859786275,5,-1.0,0.0
4_0_0_2,1859786275,10,-1.0,0.0
4_0_0_3,1859786275,15,-1.0,0.0
4_0_0_4,1859786275,20,-1.0,0.0
4_0_0_5,1859786275,25,-1.0,0.0
4_0_1_0,1859786275,1,-1.0,0.1
4_0_1_1,1859786275,5,-1.0,0.1
4_0_1_2,1859786275,10,-1.0,0.1
4_0_1_3,1859786275,15,-1.0,0.1
4_0_1_4,1859786275,20,-1.0,0.1
4_0_1_5,1859786275,25,-1.0,0.1
4_0_2_0,1859786275,1,-1.0,0.2
4_0_2_1,1859786275,5,-1.0,0.2
4_0_2_2,1859786275,10,-1.0,0.2
4_0_2_3,1859786275,15,-1.0,0.2
4_0_2_4,1859786275,20,-1.0,0.2
4_0_2_5,1859786275,25,-1.0,0.2
4_0_3_0,1859786275,1,-1.0,0.3
4_0_3_1,1859786275,5,-1.0,0.3
4_0_3_2,1859786275,10,-1.0,0.3
4_0_3_3,1859786275,15,-1.0,0.3
4_0_3_4,1859786275,20,-1.0,0.3
4_0_3_5,1859786275,25,-1.0,0.3
4_0_4_0,1859786275,1,-1.0,0.4
4_0_4_1,1859786275,5,-1.0,0.4
4_0_4_2,1859786275,10,-1.0,0.4
4_0_4_3,1859786275,15,-1.0,0.4
4_0_4_4,1859786275,20,-1.0,0.4
4_0_4_5,1859786275,25,-1.0,0.4
4_0_5_0,1859786275,1,-1.0,0.5
4_0_5_1,1859786275,5,-1.0,0.5
4_0_5_2,1859786275,10,-1.0,0.5
4_0_5_3,1859786275,15,-1.0,0.5
4_0_5_4,1859786275,20,-1.0,0.5
4_0_5_5,1859786275,25,-1.0,0.5
4_0_6_0,1859786275,1,-1.0,0.6
4_0_6_1,1859786275,5,-1.0,0.6
4_0_6_2,1859786275,10,-1.0,0.6
4_0_6_3,1859786275,15,-1.0,0.6
4_0_6_4,1859786275,20,-1.0,0.6
4_0_6_5,1859786275,25,-1.0,0.6
4_0_7_0,1859786275,1,-1.0,0.7
4_0_7_1,1859786275,5,-1.0,0.7
4_0_7_2,1859786275,10,-1.0,0.7
4_0_7_3,1859786275,15,-1.0,0.7
4_0_7_4,1859786275,20,-1.0,0.7
4_0_7_5,1859786275,25,-1.0,0.7
4_0_8_0,1859786275,1,-1.0,0.8
4_0_8_1,1859786275,5,-1.0,0.8
4_0_8_2,1859786275,10,-1.0,0.8
4_0_8_3,1859786275,15,-1.0,0.8
4_0_8_4,1859786275,20,-1.0,0.8
4_0_8_5,1859786275,25,-1.0,0.8
4_0_9_0,1859786275,1,-1.0,0.9
4_0_9_1,1859786275,5,-1.0,0.9
4_0_9_2,1859786275,10,-1.0,0.9
4_0_9_3,1859786275,15,-1.0,0.9
4_0_9_4,1859786275,20,-1.0,0.9
4_0_9_5,1859786275,25,-1.0,0.9
4_0_10_0,1859786275,1,-1.0,1.0
4_0_10_1,1859786275,5,-1.0,1.0
4_0_10_2,1859786275,10,-1.0,1.0
4_0_10_3,1859786275,15,-1.0,1.0
4_0_10_4,1859786275,20,-1.0,1.0
4_0_10_5,1859786275,25,-1.0,1.0
4_1_0_0,1859786275,1,-0.9,0.0
4_1_0_1,1859786275,5,-0.9,0.0
4_1_0_2,1859786275,10,-0.9,0.0
4_1_0_3,1859786275,15,-0.9,0.0
4_1_0_4,1859786275,20,-0.9,0.0
4_1_0_5,1859786275,25,-0.9,0.0
4_1_1_0,1859786275,1,-0.9,0.1
4_1_1_1,1859786275,5,-0.9,0.1
4_1_1_2,1859786275,10,-0.9,0.1
4_1_1_3,1859786275,15,-0.9,0.1
4_1_1_4,1859786275,20,-0.9,0.1
4_1_1_5,1859786275,25,-0.9,0.1
4_1_2_0,1859786275,1,-0.9,0.2
4_1_2_1,1859786275,5,-0.9,0.2
4_1_2_2,1859786275,10,-0.9,0.2
4_1_2_3,1859786275,15,-0.9,0.2
4_1_2_4,1859786275,20,-0.9,0.2
4_1_2_5,1859786275,25,-0.9,0.2
4_1_3_0,1859786275,1,-0.9,0.3
4_1_3_1,1859786275,5,-0.9,0.3
4_1_3_2,1859786275,10,-0.9,0.3
4_1_3_3,1859786275,15,-0.9,0.3
4_1_3_4,1859786275,20,-0.9,0.3
4_1_3_5,1859786275,25,-0.9,0.3
4_1_4_0,1859786275,1,-0.9,0.4
4_1_4_1,1859786275,5,-0.9,0.4
4_1_4_2,1859786275,10,-0.9,0.4
4_1_4_3,1859786275,15,-0.9,0.4
4_1_4_4,1859786275,20,-0.9,0.4
4_1_4_5,1859786275,25,-0.9,0.4
4_1_5_0,1859786275,1,-0.9,0.5
4_1_5_1,1859786275,5,-0.9,0.5
4_1_5_2,1859786275,10,-0.9,0.5
4_1_5_3,1859786275,15,-0.9,0.5
4_1_5_4,1859786275,20,-0.9,0.5
4_1_5_5,1859786275,25,-0.9,0.5
4_1_6_0,1859786275,1,-0.9,0.6
4_1_6_1,1859786275,5,-0.9,0.6
4_1_6_2,1859786275,10,-0.9,0.6
4_1_6_3,1859786275,15,-0.9,0.6
4_1_6_4,1859786275,20,-0.9,0.6
4_1_6_5,1859786275,25,-0.9,0.6
4_1_7_0,1859786275,1,-0.9,0.7
4_1_7_1,1859786275,5,-0.9,0.7
4_1_7_2,1859786275,10,-0.9,0.7
4_1_7_3,1859786275,15,-0.9,0.7
4_1_7_4,1859786275,20,-0.9,0.7
4_1_7_5,1859786275,25,-0.9,0.7
4_1_8_0,1859786275,1,-0.9,0.8
4_1_8_1,1859786275,5,-0.9,0.8
4_1_8_2,1859786275,10,-0.9,0.8
4_1_8_3,1859786275,15,-0.9,0.8
4_1_8_4,1859786275,20,-0.9,0.8
4_1_8_5,1859786275,25,-0.9,0.8
4_1_9_0,1859786275,1,-0.9,0.9
4_1_9_1,1859786275,5,-0.9,0.9
4_1_9_2,1859786275,10,-0.9,0.9
4_1_9_3,1859786275,15,-0.9,0.9
4_1_9_4,1859786275,20,-0.9,0.9
4_1_9_5,1859786275,25,-0.9,0.9
4_1_10_0,1859786275,1,-0.9,1.0
4_1_10_1,1859786275,5,-0.9,1.0
4_1_10_2,1859786275,10,-0.9,1.0
4_1_10_3,1859786275,15,-0.9,1.0
4_1_10_4,1859786275,20,-0.9,1.0
4_1_10_5,1859786275,25,-0.9,1.0
4_2_0_0,1859786275,1,-0.8,0.0
4_2_0_1,1859786275,5,-0.8,0.0
4_2_0_2,1859786275,10,-0.8,0.0
4_2_0_3,1859786275,15,-0.8,0.0
4_2_0_4,1859786275,20,-0.8,0.0
4_2_0_5,1859786275,25,-0.8,0.0
4_2_1_0,1859786275,1,-0.8,0.1
4_2_1_1,1859786275,5,-0.8,0.1
4_2_1_2,1859786275,10,-0.8,0.1
4_2_1_3,1859786275,15,-0.8,0.1
4_2_1_4,1859786275,20,-0.8,0.1
4_2_1_5,1859786275,25,-0.8,0.1
4_2_2_0,1859786275,1,-0.8,0.2
4_2_2_1,1859786275,5,-0.8,0.2
4_2_2_2,1859786275,10,-0.8,0.2
4_2_2_3,1859786275,15,-0.8,0.2
4_2_2_4,1859786275,20,-0.8,0.2
4_2_2_5,1859786275,25,-0.8,0.2
4_2_3_0,1859786275,1,-0.8,0.3
4_2_3_1,1859786275,5,-0.8,0.3
4_2_3_2,1859786275,10,-0.8,0.3
4_2_3_3,1859786275,15,-0.8,0.3
4_2_3_4,1859786275,20,-0.8,0.3
4_2_3_5,1859786275,25,-0.8,0.3
4_2_4_0,1859786275,1,-0.8,0.4
4_2_4_1,1859786275,5,-0.8,0.4
4_2_4_2,1859786275,10,-0.8,0.4
4_2_4_3,1859786275,15,-0.8,0.4
4_2_4_4,1859786275,20,-0.8,0.4
4_2_4_5,1859786275,25,-0.8,0.4
4_2_5_0,1859786275,1,-0.8,0.5
4_2_5_1,1859786275,5,-0.8,0.5
4_2_5_2,1859786275,10,-0.8,0.5
4_2_5_3,1859786275,15,-0.8,0.5
4_2_5_4,1859786275,20,-0.8,0.5
4_2_5_5,1859786275,25,-0.8,0.5
4_2_6_0,1859786275,1,-0.8,0.6
4_2_6_1,1859786275,5,-0.8,0.6
4_2_6_2,1859786275,10,-0.8,0.6
4_2_6_3,1859786275,15,-0.8,0.6
4_2_6_4,1859786275,20,-0.8,0.6
4_2_6_5,1859786275,25,-0.8,0.6
4_2_7_0,1859786275,1,-0.8,0.7
4_2_7_1,1859786275,5,-0.8,0.7
4_2_7_2,1859786275,10,-0.8,0.7
4_2_7_3,1859786275,15,-0.8,0.7
4_2_7_4,1859786275,20,-0.8,0.7
4_2_7_5,1859786275,25,-0.8,0.7
4_2_8_0,1859786275,1,-0.8,0.8
4_2_8_1,1859786275,5,-0.8,0.8
4_2_8_2,1859786275,10,-0.8,0.8
4_2_8_3,1859786275,15,-0.8,0.8
4_2_8_4,1859786275,20,-0.8,0.8
4_2_8_5,1859786275,25,-0.8,0.8
4_2_9_0,1859786275,1,-0.8,0.9
4_2_9_1,1859786275,5,-0.8,0.9
4_2_9_2,1859786275,10,-0.8,0.9
4_2_9_3,1859786275,15,-0.8,0.9
4_2_9_4,1859786275,20,-0.8,0.9
4_2_9_5,1859786275,25,-0.8,0.9
4_2_10_0,1859786275,1,-0.8,1.0
4_2_10_1,1859786275,5,-0.8,1.0
4_2_10_2,1859786275,10,-0.8,1.0
4_2_10_3,1859786275,15,-0.8,1.0
4_2_10_4,1859786275,20,-0.8,1.0
4_2_10_5,1859786275,25,-0.8,1.0
4_3_0_0,1859786275,1,-0.7,0.0
4_3_0_1,1859786275,5,-0.7,0.0
4_3_0_2,1859786275,10,-0.7,0.0
4_3_0_3,1859786275,15,-0.7,0.0
4_3_0_4,1859786275,20,-0.7,0.0
4_3_0_5,1859786275,25,-0.7,0.0
4_3_1_0,1859786275,1,-0.7,0.1
4_3_1_1,1859786275,5,-0.7,0.1
4_3_1_2,1859786275,10,-0.7,0.1
4_3_1_3,1859786275,15,-0.7,0.1
4_3_1_4,1859786275,20,-0.7,0.1
4_3_1_5,1859786275,25,-0.7,0.1
4_3_2_0,1859786275,1,-0.7,0.2
4_3_2_1,1859786275,5,-0.7,0.2
4_3_2_2,1859786275,10,-0.7,0.2
4_3_2_3,1859786275,15,-0.7,0.2
4_3_2_4,1859786275,20,-0.7,0.2
4_3_2_5,1859786275,25,-0.7,0.2
4_3_3_0,1859786275,1,-0.7,0.3
4_3_3_1,1859786275,5,-0.7,0.3
4_3_3_2,1859786275,10,-0.7,0.3
4_3_3_3,1859786275,15,-0.7,0.3
4_3_3_4,1859786275,20,-0.7,0.3
4_3_3_5,1859786275,25,-0.7,0.3
4_3_4_0,1859786275,1,-0.7,0.4
4_3_4_1,1859786275,5,-0.7,0.4
4_3_4_2,1859786275,10,-0.7,0.4
4_3_4_3,1859786275,15,-0.7,0.4
4_3_4_4,1859786275,20,-0.7,0.4
4_3_4_5,1859786275,25,-0.7,0.4
4_3_5_0,1859786275,1,-0.7,0.5
4_3_5_1,1859786275,5,-0.7,0.5
4_3_5_2,1859786275,10,-0.7,0.5
4_3_5_3,1859786275,15,-0.7,0.5
4_3_5_4,1859786275,20,-0.7,0.5
4_3_5_5,1859786275,25,-0.7,0.5
4_3_6_0,1859786275,1,-0.7,0.6
4_3_6_1,1859786275,5,-0.7,0.6
4_3_6_2,1859786275,10,-0.7,0.6
4_3_6_3,1859786275,15,-0.7,0.6
4_3_6_4,1859786275,20,-0.7,0.6
4_3_6_5,1859786275,25,-0.7,0.6
4_3_7_0,1859786275,1,-0.7,0.7
4_3_7_1,1859786275,5,-0.7,0.7
4_3_7_2,1859786275,10,-0.7,0.7
4_3_7_3,1859786275,15,-0.7,0.7
4_3_7_4,1859786275,20,-0.7,0.7
4_3_7_5,1859786275,25,-0.7,0.7
4_3_8_0,1859786275,1,-0.7,0.8
4_3_8_1,1859786275,5,-0.7,0.8
4_3_8_2,1859786275,10,-0.7,0.8
4_3_8_3,1859786275,15,-0.7,0.8
4_3_8_4,1859786275,20,-0.7,0.8
4_3_8_5,1859786275,25,-0.7,0.8
4_3_9_0,1859786275,1,-0.7,0.9
4_3_9_1,1859786275,5,-0.7,0.9
4_3_9_2,1859786275,10,-0.7,0.9
4_3_9_3,1859786275,15,-0.7,0.9
4_3_9_4,1859786275,20,-0.7,0.9
4_3_9_5,1859786275,25,-0.7,0.9
4_3_10_0,1859786275,1,-0.7,1.0
4_3_10_1,1859786275,5,-0.7,1.0
4_3_10_2,1859786275,10,-0.7,1.0
4_3_10_3,1859786275,15,-0.7,1.0
4_3_10_4,1859786275,20,-0.7,1.0
4_3_10_5,1859786275,25,-0.7,1.0
4_4_0_0,1859786275,1,-0.6,0.0
4_4_0_1,1859786275,5,-0.6,0.0
4_4_0_2,1859786275,10,-0.6,0.0
4_4_0_3,1859786275,15,-0.6,0.0
4_4_0_4,1859786275,20,-0.6,0.0
4_4_0_5,1859786275,25,-0.6,0.0
4_4_1_0,1859786275,1,-0.6,0.1
4_4_1_1,1859786275,5,-0.6,0.1
4_4_1_2,1859786275,10,-0.6,0.1
4_4_1_3,1859786275,15,-0.6,0.1
4_4_1_4,1859786275,20,-0.6,0.1
4_4_1_5,1859786275,25,-0.6,0.1
4_4_2_0,1859786275,1,-0.6,0.2
4_4_2_1,1859786275,5,-0.6,0.2
4_4_2_2,1859786275,10,-0.6,0.2
4_4_2_3,1859786275,15,-0.6,0.2
4_4_2_4,1859786275,20,-0.6,0.2
4_4_2_5,1859786275,25,-0.6,0.2
4_4_3_0,1859786275,1,-0.6,0.3
4_4_3_1,1859786275,5,-0.6,0.3
4_4_3_2,1859786275,10,-0.6,0.3
4_4_3_3,1859786275,15,-0.6,0.3
4_4_3_4,1859786275,20,-0.6,0.3
4_4_3_5,1859786275,25,-0.6,0.3
4_4_4_0,1859786275,1,-0.6,0.4
4_4_4_1,1859786275,5,-0.6,0.4
